code,title,section,class,subclass
F16B,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING (couplings for transmitting rotation F16D)",F,16,B
F16C,SHAFTS; FLEXIBLE SHAFTS; ELEMENTS OR CRANKSHAFT MECHANISMS; ROTARY BODIES OTHER THAN GEARING ELEMENTS; BEARINGS,F,16,C
F16D,COUPLINGS FOR TRANSMITTING ROTATION; CLUTCHES; BRAKES,F,16,D
F16F,SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION,F,16,F
F16G,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES; CHAINS; FITTINGS PREDOMINANTLY USED THEREFOR",F,16,G
F16H,GEARING,F,16,H
F16J,PISTONS {(specially adapted for dampers F16F9/32)}; CYLINDERS; SEALINGS,F,16,J
F16K,VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING {(devices for emptying and evacuating the excess liquid in valves or conduits F16L55/07)},F,16,K
F16L,"PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES, CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL",F,16,L
F16M,"FRAMES, CASINGS OR BEDS OF ENGINES, MACHINES OR APPARATUS, NOT SPECIFIC TO ENGINES, MACHINES OR APPARATUS PROVIDED FOR ELSEWHERE; STANDS; SUPPORTS",F,16,M
F16N,LUBRICATING,F,16,N
F16P,SAFETY DEVICES IN GENERAL; {SAFETY DEVICES FOR PRESSES},F,16,P
F16S,"CONSTRUCTIONAL ELEMENTS IN GENERAL; STRUCTURES BUILT-UP FROM SUCH ELEMENTS, IN GENERAL",F,16,S
F16T,STEAM TRAPS OR LIKE APPARATUS FOR DRAINING-OFF LIQUIDS FROM ENCLOSURES PREDOMINANTLY CONTAINING GASES OR VAPOURS,F,16,T
F17B,"GAS-HOLDERS OF VARIABLE CAPACITY (self-acting gas cut-off devices A47J27/62, G05D; flame traps A62C4/00; gas mixers B01F, F16K11/00, G05D11/00; construction or assembling of bulk storage containers employing civil-engineering techniques E04H7/00, gas compressors F04; valves F16K; damping pulsations in valves or pipes F16K, F16L; pipes F16L; stopping devices for gas mains F16L55/10; vessels adapted for storing compressed, liquefied, or solidified gases F17C; gas distribution systems F17D1/04; detecting leakage F17D5/02, G01M; supervising or alarm devices F17D5/02, G08B; control of combustion in burners F23N; gas flow or pressure regulators G05D)",F,17,B
F17C,"VESSELS FOR CONTAINING OR STORING COMPRESSED, LIQUEFIED OR SOLIDIFIED GASES; FIXED-CAPACITY GAS-HOLDERS; FILLING VESSELS WITH, OR DISCHARGING FROM VESSELS, COMPRESSED, LIQUEFIED, OR SOLIDIFIED GASES (storing fluids in natural or artificial cavities or chambers in the earth B65G5/00; construction or assembling of bulk storage containers employing civil-engineering techniques E04H7/00; variable-capacity gas-holders F17B; liquefaction or refrigeration machines, plants, or systems F25)",F,17,C
F17D,"PIPE-LINE SYSTEMS; PIPE-LINES (pumps or compressors F04; fluid dynamics F15D; valves or the like F16K; pipes, laying pipes, supports, joints, branches, repairing, work on the entire line, accessories F16L; steam traps or the like F16T; fluid-pressure electric cables H01B9/06)",F,17,D
F21H,INCANDESCENT MANTLES; OTHER INCANDESCENT BODIES HEATED BY COMBUSTION,F,21,H
F21K,NON-ELECTRIC LIGHT SOURCES USING LUMINESCENCE; LIGHT SOURCES USING ELECTROCHEMILUMINESCENCE; LIGHT SOURCES USING CHARGES OF COMBUSTIBLE MATERIAL; LIGHT SOURCES USING SEMICONDUCTOR DEVICES AS LIGHT-GENERATING ELEMENTS; LIGHT SOURCES NOT OTHERWISE PROVIDED FOR,F,21,K
F21L,"LIGHTING DEVICES OR SYSTEMS THEREOF, BEING PORTABLE OR SPECIALLY ADAPTED FOR TRANSPORTATION",F,21,L
F21S,NON-PORTABLE LIGHTING DEVICES; SYSTEMS THEREOF; VEHICLE LIGHTING DEVICES SPECIALLY ADAPTED FOR VEHICLE EXTERIORS,F,21,S
F21V,"FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES, NOT OTHERWISE PROVIDED FOR",F,21,V
F21W,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K, F21L, F21S and F21V, RELATING TO USES OR APPLICATIONS OF LIGHTING DEVICES OR SYSTEMS",F,21,W
F21Y,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K, F21L, F21S and F21V, RELATING TO THE FORM OR THE KIND OF THE LIGHT SOURCES OR OF THE COLOUR OF THE LIGHT EMITTED",F,21,Y
F22B,METHODS OF STEAM GENERATION; STEAM BOILERS (steam engine plants where engine aspects predominate F01K; domestic central-heating systems using steam F24D; heat exchange or heat transfer in general F28; generation of vapour in the cores of nuclear reactors G21),F,22,B
F22D,"PREHEATING, OR ACCUMULATING PREHEATED, FEED-WATER FOR STEAM GENERATION; FEED-WATER SUPPLY FOR STEAM GENERATION; CONTROLLING WATER LEVEL FOR STEAM GENERATION; AUXILIARY DEVICES FOR PROMOTING WATER CIRCULATION WITHIN STEAM BOILERS",F,22,D
F22G,SUPERHEATING OF STEAM (steam separating arrangements in boilers F22B37/26),F,22,G
F23B,"METHODS OR APPARATUS FOR COMBUSTION USING ONLY SOLID FUEL (for combustion of fuels that are solid at room temperatures, but burned in melted form, e.g. candle wax, C11C5/00, F23C, F23D; using solid fuel suspended in air F23C, F23D1/00; using solid fuel suspended in liquids F23C, F23D11/00; using solid fuel and fluent fuel simultaneously or alternately F23C, F23D17/00; burning of low grade fuel F23G; grates F23H; feeding solid fuel to combustion apparatus F23K; combustion chambers, not otherwise provided for F23M; domestic apparatus F24; central heating boilers F24D; package boilers F24H)",F,23,B
F23C,METHODS ORÂ APPARATUSÂ FORÂ COMBUSTIONÂ USINGÂ FLUIDÂ FUEL OR SOLID FUEL SUSPENDED INÂ  {A CARRIER GAS OR} AIRÂ  (burnersÂ F23D),F,23,C
F23D,BURNERS,F,23,D
F23G,CREMATION FURNACES; CONSUMING WASTE PRODUCTS BY COMBUSTION,F,23,G
F23H,GRATES (inlets for fluidisation air for fluidised bed combustion apparatus F23C10/20); CLEANING OR RAKING GRATES,F,23,H
F23J,"REMOVAL OR TREATMENT OF COMBUSTION PRODUCTS OR COMBUSTION RESIDUES; FLUESÂ  (combustion apparatus for consuming smoke or fumes, e.g. exhaust gases, F23G7/06)",F,23,J
F23K,FEEDING FUEL TO COMBUSTION APPARATUS (fuel feeders specially adapted for fluidised bed combustion apparatus F23C10/22),F,23,K
F23L,SUPPLYING AIR OR NON-COMBUSTIBLE LIQUIDS OR GASES TO COMBUSTION APPARATUS IN GENERALÂ  ({air-supply arrangements for fluent fuels F23C;} firebridges with means for feeding air or steamÂ F23M3/04; baffles or shields with air supply passagesÂ F23M9/04); VALVES OR DAMPERS SPECIALLY ADAPTED FOR CONTROLLING AIR SUPPLY OR DRAUGHT IN COMBUSTION APPARATUS {(dampers and throat restrictors for open fire-places F24; air inlet valves for open fire fronts F24)}; INDUCING DRAUGHT IN COMBUSTION APPARATUS; TOPS FOR CHIMNEYS OR VENTILATING SHAFTS; TERMINALS FOR FLUES,F,23,L
F23M,"CASINGS, LININGS, WALLS OR DOORS SPECIALLY ADAPTED FOR COMBUSTION CHAMBERS, e.g. FIREBRIDGES; DEVICES FOR DEFLECTING AIR, FLAMES OR COMBUSTION PRODUCTS IN COMBUSTION CHAMBERS; SAFETY ARRANGEMENTS SPECIALLY ADAPTED FOR COMBUSTION APPARATUS; DETAILS OF COMBUSTION CHAMBERS, NOT OTHERWISE PROVIDED FOR",F,23,M
F23N,REGULATING OR CONTROLLING COMBUSTION (control devices specially adapted for combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C10/28; condition responsive controls for regulating combustion in domestic stoves with open fires for solid fuel F24B1/187),F,23,N
F23Q,"IGNITION (devices or installations peculiar to internal-combustion engines F02P; of cigarettes or tobacco A24F; compositions therefor, chemical igniters C06C); EXTINGUISHING-DEVICES",F,23,Q
F23R,"GENERATING COMBUSTION PRODUCTS OF HIGH PRESSURE OR HIGH VELOCITY, e.g. GAS-TURBINE COMBUSTION CHAMBERS (fluidised bed combustion apparatus specially adapted for operation at superatmospheric pressures F23C10/16)",F,23,R
F24B,"DOMESTIC STOVES OR RANGES FOR SOLID FUELS (for solid fuels in combination with gaseous fuels, liquid fuels or other kinds of energy supply F24C1/02); IMPLEMENTS FOR USE IN CONNECTION WITH STOVES OR RANGES",F,24,B
F24C,"DOMESTIC STOVES OR RANGESÂ  (exclusively for solid fuels F24B); DETAILS OF DOMESTIC STOVES OR RANGES, OF GENERAL APPLICATION",F,24,C
F24D,"DOMESTIC- OR SPACE-HEATING SYSTEMS, e.g. CENTRAL HEATING SYSTEMS; DOMESTIC HOT-WATER SUPPLY SYSTEMS; ELEMENTS OR COMPONENTS THEREFOR (using steam or condensate extracted or exhausted from steam engine plants for heating purposes F01K17/02)",F,24,D
F24F,"AIR-CONDITIONING; AIR-HUMIDIFICATION; VENTILATION; USE OF AIR CURRENTS FOR SCREENING (removing dirt or fumes from areas where they are produced B08B15/00; vertical ducts for carrying away waste gases from buildings E04F17/02; tops for chimneys or ventilating shafts, terminals for flues F23L17/02)",F,24,F
F24H,"FLUID HEATERS, e.g. WATER OR AIR HEATERS, HAVING HEAT-GENERATING MEANS, e.g. HEAT PUMPS, IN GENERAL (steam generation F22)",F,24,H
F24S,SOLAR HEAT COLLECTORS; SOLAR HEAT SYSTEMS (for producing mechanical power from solar energy F03G6/00),F,24,S
F24T,GEOTHERMAL COLLECTORS; GEOTHERMAL SYSTEMS,F,24,T
F24V,"COLLECTION, PRODUCTION OR USE OF HEAT NOT OTHERWISE PROVIDED FOR",F,24,V
F25B,"REFRIGERATION MACHINES, PLANTS OR SYSTEMS; COMBINED HEATING AND REFRIGERATION SYSTEMS; HEAT PUMP SYSTEMS",F,25,B
F25C,"PRODUCING, WORKING OR HANDLING ICE",F,25,C
F25D,"REFRIGERATORS; COLD ROOMS; ICE-BOXES; COOLING OR FREEZING APPARATUS NOT OTHERWISE PROVIDED FOR (refrigerated showcases A47F3/04; thermally-insulated vessels for domestic use A47J41/00; refrigerated vehicles, see the appropriate subclasses of classes B60-B64; containers with thermal insulation in general B65D81/38; heat-transfer, heat-exchange or heat-storage materials, e.g. refrigerants, or materials for the production of heat or cold by chemical reactions other than by combustion C09K5/00; thermally-insulated vessels for liquefied or solidified gases F17C; air-conditioning or air-humidification F24F; refrigeration machines, plants, or systems F25B; cooling of instruments or comparable apparatus without refrigeration G12B; cooling of engines or pumps, see the relevant classes)",F,25,D
F25J,"LIQUEFACTION, SOLIDIFICATION OR SEPARATION OF GASES OR GASEOUS {OR LIQUEFIED GASEOUS} MIXTURES BY PRESSURE AND COLD TREATMENT {OR BY BRINGING THEM INTO THE SUPERCRITICAL STATE (cryogenic pumps F04B37/08; gas storage vessels, gas holders F17; filing vessels with, or discharging from vessels, compressed, liquefied or solidified gases F17C; refrigeration machines, plants, or systems F25B)}",F,25,J
F26B,"DRYING SOLID MATERIALS OR OBJECTS BY REMOVING LIQUID THEREFROM (racks for drying fruit and vegetables A01F25/12; drying foodstuffs A23; drying hair A45D20/00; body-drying implements A47K10/00; drying household articles A47L, {e.g. drying footwear A47L23/20; } drying gases and vapours B01D; chemical and physical processes for dewatering or like separating liquids from solids B01D43/00; centrifugal apparatus B04; drying ceramics C04B33/30; drying yarns and fabrics in association with some other form of treatment D06C; drying frames for laundry without heating or positive air circulation, domestic and like spin-dryers, wringing and hot pressing laundry D06F; furnaces, kilns, ovens F27; {treatment including a drying step of semiconductor substrates, e.g. wafers, H01L21/67028})",F,26,B
F27B,"FURNACES, KILNS, OVENS, OR RETORTS IN GENERAL; OPEN SINTERING OR LIKE APPARATUS",F,27,B
F27D,"DETAILS OR ACCESSORIES OF FURNACES, KILNS, OVENS, OR RETORTS, IN SO FAR AS THEY ARE OF KINDS OCCURRING IN MORE THAN ONE KIND OF FURNACE (combustion apparatus F23)",F,27,D
F27M,"INDEXING SCHEME RELATING TO ASPECTS OF THE CHARGES OR FURNACES, KILNS, OVENS OR RETORTS",F,27,M
F28B,STEAM OR VAPOUR CONDENSERS (condensation of vapours B01D5/00; steam engine plants having condensers F01K; liquefaction of gases F25J; details of heat-exchange and heat-transfer arrangements of general application F28F),F,28,B
F28C,"HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA COME INTO DIRECT CONTACT WITHOUT CHEMICAL INTERACTION (safety devices in general F16P; fluid heaters having heat generating means F24H; with an intermediate heat-transfer medium coming into direct contact with heat-exchange media F28D15/00Â -Â F28D19/00; details of heat-exchange apparatus of general application F28F)",F,28,C
F28D,"HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA DO NOT COME INTO DIRECT CONTACT (fluid heaters having heat generating means and heat transferring means F24H; furnaces F27; details of heat-exchange apparatus of general)",F,28,D
F28F,"DETAILS OF HEAT-EXCHANGE AND HEAT-TRANSFER APPARATUS, OF GENERAL APPLICATION (water and air traps, air venting F16)",F,28,F
F28G,"CLEANING OF INTERNAL OR EXTERNAL SURFACES OF HEAT-EXCHANGE OR HEAT-TRANSFER CONDUITS, e.g. WATER TUBES OR BOILERS (cleaning pipes or tubes in general B08B9/02; devices or arrangements for removing water, minerals, or sludge from boilers while the boiler is in operation, or which remain in position while the boiler is in operation, or are specifically adapted to boilers without any other utility F22B37/48; removal or treatment of combustion products or combustion residues F23J; removing ice from heat-exchange apparatus F28F17/00)",F,28,G
F41A,"FUNCTIONAL FEATURES OR DETAILS COMMON TO BOTH SMALLARMS AND ORDNANCE, e.g. CANNONS; MOUNTINGS FOR SMALLARMS OR ORDNANCE",F,41,A
F41B,"WEAPONS FOR PROJECTING MISSILES WITHOUT USE OF EXPLOSIVE OR COMBUSTIBLE PROPELLANT CHARGE; WEAPONS NOT OTHERWISE PROVIDED FOR (projectiles for fishing, e.g. fish-spears, A01K81/00; sports implements for throwing A63B65/00, e.g. boomerangs A63B65/08; stationary apparatus for projecting sports balls, e.g. tennis balls, A63B69/40; throwing or slinging toys A63H33/18; knives, axes B26B; projectiles or missiles other than those incorporating springs as projecting means F42B6/00)",F,41,B
F41C,"SMALLARMS, e.g. PISTOLS, RIFLES (functional features or details common to both smallarms and ordnance, mountings therefor F41A; projecting missiles without use of explosive or combustible propellant charge F41B); ACCESSORIES THEREFOR",F,41,C
F41F,"APPARATUS FOR LAUNCHING PROJECTILES OR MISSILES FROM BARRELS, e.g. CANNONS (smallarms F41C); LAUNCHERS FOR ROCKETS OR TORPEDOES; HARPOON GUNS (functional features or details common to both smallarms and ordnance, mountings therefor F41A; projecting missiles without use of explosive or combustible propellant charge F41B)",F,41,F
F41G,WEAPON SIGHTS; AIMING (optical aspects thereof G02B),F,41,G
F41H,"ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE, e.g. CAMOUFLAGE, IN GENERAL",F,41,H
F41J,TARGETS; TARGET RANGES; BULLET CATCHERS {(targets for shooting or hurling games A63F9/0204)},F,41,J
F42B,"EXPLOSIVE CHARGES, e.g. FOR BLASTING, FIREWORKS, AMMUNITION (explosive compositions C06B; fuzes F42C; blasting F42D)",F,42,B
F42C,AMMUNITION FUZES (blasting cartridge initiators F42B3/10; chemical aspects C06C); ARMING OR SAFETY MEANS THEREFOR (filling fuzes F42B33/02; fitting or extracting primers in or from fuzes F42B33/04; containers for fuzes F42B39/30),F,42,C
F42D,"BLASTING (fuses, e.g. fuse cords, C06C5/00; {for obtaining fluid from wells E21B43/00; for mining or quarrying E21C37/00; for making tunnels or galleries E21D9/006}; cartridges F42B3/00)",F,42,D
F99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,F,99,Z
G01B,"MEASURING LENGTH, THICKNESS OR SIMILAR LINEAR DIMENSIONS; MEASURING ANGLES; MEASURING AREAS; MEASURING IRREGULARITIES OF SURFACES OR CONTOURS",G,1,B
G01C,"MEASURING DISTANCES, LEVELS OR BEARINGS; SURVEYING; NAVIGATION; GYROSCOPIC INSTRUMENTS; PHOTOGRAMMETRY OR VIDEOGRAMMETRY (measuring liquid level G01F; radio navigation, determining distance or velocity by use of propagation effects, e.g. Doppler effects, propagation time, of radio waves, analogous arrangements using other waves G01S)",G,1,C
G01D,MEASURING NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; ARRANGEMENTS FOR MEASURING TWO OR MORE VARIABLES NOT COVERED IN A SINGLE OTHER SUBCLASS; TARIFF METERING APPARATUS; MEASURING OR TESTING NOT OTHERWISE PROVIDED FOR,G,1,D
G01F,"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL; METERING BY VOLUME",G,1,F
G01G,WEIGHING (sorting by weighing B07C5/16),G,1,G
G01H,"MEASUREMENT OF MECHANICAL VIBRATIONS OR ULTRASONIC, SONIC OR INFRASONIC WAVES",G,1,H
G01J,"MEASUREMENT OF INTENSITY, VELOCITY, SPECTRAL CONTENT, POLARISATION, PHASE OR PULSE CHARACTERISTICS OF INFRA-RED, VISIBLE OR ULTRA-VIOLET LIGHT; COLORIMETRY; RADIATION PYROMETRY (light sources F21, H01J, H01K, H05B; investigating properties of materials by optical means G01N)",G,1,J
G01K,MEASURING TEMPERATURE; MEASURING QUANTITY OF HEAT; THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR (radiation pyrometry G01J5/00),G,1,K
G01L,"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE (weighing G01G)",G,1,L
G01M,"TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES; TESTING OF STRUCTURES OR APPARATUS, NOT OTHERWISE PROVIDED FOR",G,1,M
G01N,"INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES (measuring or testing processes other than immunoassay, involving enzymes or microorganisms C12M, C12Q)",G,1,N
G01P,"MEASURING LINEAR OR ANGULAR SPEED, ACCELERATION, DECELERATION, OR SHOCK; INDICATING PRESENCE, ABSENCE, OR DIRECTION, OF MOVEMENT (measuring or recording blood flow A61B5/02, A61B8/06; monitoring speed or deceleration of electrically-propelled vehicles B60L3/00; vehicle lighting systems adapted to indicate speed B60Q1/54; determining position or course in navigation, measuring ground distance in geodesy or surveying G01C; combined measuring devices for measuring two or more variables of movement G01C23/00; measuring velocity of sound G01H; measuring velocity of light G01J7/00; measuring direction or velocity of solid objects by reception or emission of radiowaves or other waves and based on propagation effects, e.g. Doppler effect, propagation time, direction of propagation, G01S; measuring speed of nuclear radiation G01T; measuring acceleration of gravity G01V; {measuring or recording the speed of trains B61L23/00; speed indicators incorporated in motor vehicles B60K35/00; measuring frequency or phase G01R; traffic control G08G})",G,1,P
G01Q,"SCANNING-PROBE TECHNIQUES OR APPARATUS; APPLICATIONS OF SCANNING-PROBE TECHNIQUES, e.g. SCANNING PROBE MICROSCOPY [SPM]",G,1,Q
G01R,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES (indicating correct tuning of resonant circuits H03J3/12),G,1,R
G01S,RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES,G,1,S
G01T,"MEASUREMENT OF NUCLEAR OR X-RADIATION (radiation analysis of materials, mass spectrometry G01N23/00; tubes for determining the presence, intensity, density or energy of radiation or particles H01J47/00)",G,1,T
G01V,"GEOPHYSICS; GRAVITATIONAL MEASUREMENTS; DETECTING MASSES OR OBJECTS; TAGS (means for indicating the location of accidentally buried, e.g. snow-buried persons A63B29/02)",G,1,V
G01W,"METEOROLOGY (influencing weather conditions A01G15/00; dispersing fog E01H13/00; instruments for measuring single variable in general, see the appropriate subclass of G01, e.g. G01K, G01L; obtaining meteorological information by radar G01S13/95)",G,1,W
G02B,"OPTICAL ELEMENTS, SYSTEMS OR APPARATUS",G,2,B
G02C,SPECTACLES; SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES; CONTACT LENSES (trial frames for testing the eyes A61B3/04; goggles or eyeshields not having the same features as spectacles A61F9/00),G,2,C
G02F,OPTICAL DEVICES OR ARRANGEMENTS FOR THE CONTROL OF LIGHT BY MODIFICATION OF THE OPTICAL PROPERTIES OF THE MEDIA OF THE ELEMENTS INVOLVED THEREIN; NON-LINEAR OPTICS; FREQUENCY-CHANGING OF LIGHT; OPTICAL LOGIC ELEMENTS; OPTICAL ANALOGUE/DIGITAL CONVERTERS,G,2,F
G03B,APPARATUS OR ARRANGEMENTS FOR TAKING PHOTOGRAPHS OR FOR PROJECTING OR VIEWING THEM; APPARATUS OR ARRANGEMENTS EMPLOYING ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ACCESSORIES THEREFOR (optical parts of such apparatus G02B; photosensitive materials or processes for photographic purposes G03C; apparatus for processing exposed photographic materials G03D),G,3,B
G03C,"PHOTOSENSITIVE MATERIALS FOR PHOTOGRAPHIC PURPOSES (for photomechanical purposes G03F); PHOTOGRAPHIC PROCESSES, e.g. CINE, X-RAY, COLOUR, STEREO-PHOTOGRAPHIC PROCESSES; AUXILIARY PROCESSES IN PHOTOGRAPHY (photographic processes characterised by the use or manipulation of apparatus classifiable per se in subclass G03B, see G03B; photomechanical production of textured or patterned surfaces G03F; electrophotography, magnetography G03G)",G,3,C
G03D,"APPARATUS FOR PROCESSING EXPOSED PHOTOGRAPHIC MATERIALS (apparatus specially adapted for photomechanical production of textured or patterned surfaces G03F); ACCESSORIES THEREFOR (photosensitive materials or processes for photographic purposes G03C; electrographic, electrophotographic, or magnetographic methods or apparatus G03G)",G,3,D
G03F,"PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES, e.g. FOR PRINTING, FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR; (phototypographic composing devices B41B; photosensitive materials or processes for photographic purposes G03C; electrophotography, sensitive layers or processes therefor G03G)",G,3,F
G03G,ELECTROGRAPHY; ELECTROPHOTOGRAPHY; MAGNETOGRAPHY (information storage based on relative movement between record carrier and transducer G11B; static stores with means for writing-in or reading-out information G11C; recording of television signals H04N5/76),G,3,G
G03H,"HOLOGRAPHIC PROCESSES OR APPARATUS (holograms, e.g. point holograms, used as ordinary optical elements G02B5/32; producing stereoscopic or other three-dimensional effects G02B30/00; diffraction-grating systems G02B27/44; systems using moirÃ© fringes G02B27/60; optical logic elements G02F3/00; stereo-photography G03B35/00; photosensitive materials or processes for photographic purposes G03C; {stereo-photographic or similar processes G03C9/00}; apparatus for processing exposed photographic materials G03D; analogue computers performing mathematical operations with the aid of optical elements G06E3/00; authentication by radiation, of concealed information carried by holograms or diffraction gratings G06K19/16; holographic storage G11B7/0065, G11C13/04; {stereoscopic or other three dimensional effects in television systems H04N13/00})",G,3,H
G04B,"MECHANICALLY-DRIVEN CLOCKS OR WATCHES; MECHANICAL PARTS OF CLOCKS OR WATCHES IN GENERAL; TIME PIECES USING THE POSITION OF THE SUN, MOON OR STARS (spring- or weight-driven mechanisms in general F03G; electromechanical clocks or watches G04C; electromechanical clocks with attached or built-in means operating any device at pre-selected times or after predetermined time intervals G04C23/00; clocks or watches with stop devices G04F7/08)",G,4,B
G04C,"ELECTROMECHANICAL CLOCKS OR WATCHES (mechanical parts of clocks or watches in general G04B; electronic time-pieces with no moving parts, electronic circuitry for producing timing pulses G04G)",G,4,C
G04D,APPARATUS OR TOOLS SPECIALLY DESIGNED FOR MAKING OR MAINTAINING CLOCKS OR WATCHES,G,4,D
G04F,"TIME-INTERVAL MEASURING (measuring pulse characteristics G01R, e.g. G01R29/02; in radar or like systems G01S; masers H01S1/00; generation of oscillations H03B; generation or counting of pulses, frequency dividing, analogue/digital conversion H03K {time fuzes F42C9/00})",G,4,F
G04G,ELECTRONIC TIME-PIECES,G,4,G
G04R,RADIO-CONTROLLED TIME-PIECES,G,4,R
G05B,"CONTROL OR REGULATING SYSTEMS IN GENERAL; FUNCTIONAL ELEMENTS OF SUCH SYSTEMS; MONITORING OR TESTING ARRANGEMENTS FOR SUCH SYSTEMS OR ELEMENTS (fluid-pressure actuators or systems acting by means of fluids in general F15B; valves per se F16K; characterised by mechanical features only G05G; sensitive elements, see the appropriate subclass, e.g. G12B, subclass of G01, H01; correcting units, see the appropriate subclass, e.g. H02K)",G,5,B
G05D,"SYSTEMS FOR CONTROLLING OR REGULATING NON-ELECTRIC VARIABLES (for continuous casting of metals B22D11/16; valves per se F16K; sensing non-electric variables, see the relevant subclasses of G01; for regulating electric or magnetic variables G05F)",G,5,D
G05F,"SYSTEMS FOR REGULATING ELECTRIC OR MAGNETIC VARIABLES (regulating the timing or recurrence frequency of pulses in radar or radio navigation systems G01S; regulation of current or voltage, specially adapted for use in electronic time-pieces G04G19/02; closed-loop systems for regulating non-electric variables by electric means G05D; regulating power supply of digital computers G06F1/26; for obtaining desired operating characteristics of electromagnets with armatures H01F7/18; regulating electric power distribution networks H02J; regulating the charging of batteries H02J7/00; regulation of the output of static converters, e.g. switching regulators H02M; regulation of the output of electric generators H02N, H02P9/00; controlling transformers, reactors or choke coils H02P13/00; regulating frequency response, gain, maximum output, amplitude or bandwidth of amplifiers H03G; regulating tuning of resonant circuits H03J; regulating characteristics of transmission lines H04B; controlling electric light sources H05B39/04, H05B41/36, H05B45/10, H05B45/20, H05B47/10; electric control of X-ray apparatus H05G1/30)",G,5,F
G05G,"CONTROL DEVICES OR SYSTEMS INSOFAR AS CHARACTERISED BY MECHANICAL FEATURES ONLY (""Bowden"" or like mechanisms F16C1/10; gearings or mechanisms not peculiar to this purpose F16H; speed changing or reversing mechanisms for gearings conveying rotary motion F16H59/00Â -Â F16H63/00)",G,5,G
G06C,"DIGITAL COMPUTERS IN WHICH ALL THE COMPUTATION IS EFFECTED MECHANICALLY (score computers for card games A63F1/18; construction of keys, printing mechanisms or other parts of general application to the typewriting or printing art B41; keys or printing mechanisms for special applications, see the relevant subclasses, e.g. G05G, G06K; cash registers G07G1/00)",G,6,C
G06D,DIGITAL FLUID-PRESSURE COMPUTING DEVICES,G,6,D
G06E,OPTICAL COMPUTING DEVICES; {COMPUTING DEVICES USING OTHER RADIATIONS WITH SIMILAR PROPERTIES}(optical logic elements per se G02F3/00; digital storage using optical elements G11C13/04),G,6,E
G06F,ELECTRIC DIGITAL DATA PROCESSING (computer systems based on specific computational models G06N),G,6,F
G06G,ANALOGUE COMPUTERS (analogue optical computing devices G06E3/00),G,6,G
G06J,"HYBRID COMPUTING ARRANGEMENTS (optical hybrid computing devices G06E3/00; {fuzzy computing G06N7/02}; neural networks for image data processing G06T; analog/digital conversion, in general H03M1/00)",G,6,J
G06K,GRAPHICAL DATA READING (image or video recognition or understanding G06V); PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS,G,6,K
